name,city,total_reviews,review_content,overall_rating,food_rating,service_rating,ambience_rating,date
MARILYNS,New York City,170 reviews,Staff was great. Owner very warm an friendly. Made sure everything was to our liking. Fish was very fresh. Had whole bronzino  and red snapperGreek salad perfect. Highly recommend,5,5,5,4,Dined on March 13 2021
OpenTable Diner,Washington DC,3 reviews,Great food atmosphere and service all around,5,5,5,5,Dined on March 7 2021
OpenTable Diner,New York City,2 reviews,Second time that I’ve been here there’s an area in the back with beautiful lights and an amazing centerpiece it’s very romantic. Staff is sweet and very attentive. Food is great. Definitely a staple restaurant for me going forward.,4,4,5,5,Dined on March 6 2021
JimB,New York City,8 reviews,Best Italian in NYC,5,5,5,5,Dined on March 1 2021
OpenTable Diner,New York City,3 reviews,Valentine Dinner with the misses...wanted to make the evening special. Service was superb immediately once we arrived! Got seated right away in this quiet romantic spot. Our server was extremely knowledgeable of the specials along with describing the taste of every meal by comparing familiar food but with a bit of pizzazz! I do recommend the sangria (we had white)! Order by the pitcher worth every penny. We finished off with desserts chocolate volcano lava cake! Overall this place is spot on when it come to outstanding experience.,5,5,5,5,Dined on February 15 2021
JuliaG,Tampa,1 review,Valentine’s Day,5,5,5,5,Dined on February 15 2021
ValerieG,New York City,1 review,Lovely staff beautiful venue and delicious food we will definitely be coming back here!,5,5,5,5,Dined on February 14 2021
OpenTable Diner,New York City,10 reviews,Nice out door winter dining experience. Waitstaff friendly and attentive. Pricier than some in the area.,5,5,5,5,Dined on February 7 2021
AnthonyG,New York City,48 reviews,Always great and service is very good and accommodating,5,5,5,5,Dined on January 18 2021
AlishaHDebo,Tampa,14 reviews,Ate here with my family on a cold rainy day. Eating outdoors in NYC due to their COVID restrictions presents it's own challenges however the staff made this more than accommodating and super comfortable. Their heat lamps were turned on nice and strong and their makeshift outdoor eating area was fully covered and done very nicely! We stayed dry warm and totally satisfied. The staff were all incredibly gracious and overall awesome. We will always come back!,5,5,5,5,Dined on January 3 2021
OpenTable Diner,Baton Rouge,7 reviews,Delicious food endearing service and a beautiful ambiance. Our dinner was one to be remembered! We will be back on our next visit to New York! Highly recommend!!,5,5,5,5,Dined on January 2 2021
DennisA,New York City,1 review,very goodsafe clean food was excellent and delivered with attentive service,4,4,4,4,Dined on January 1 2021
Droptours,Barcelona,2 reviews,I had Christmas night dinner here & it was beautiful with the decoration the good food and the friendly service.,5,4,4,5,Dined on December 25 2020
OpenTable Diner,New York City,3 reviews,It was a great place I would definitely go back again,5,5,5,5,Dined on December 9 2020
OpenTable Diner,New York City,45 reviews,Food was so delicious and staff was great! Had friends visiting from California and I’ll Cortile impressed..,5,5,5,5,Dined on November 22 2020
JasonS,New York City,6 reviews,Repeat customer. I’ve been going there for years. Love the food and love the people,5,5,5,5,Dined on November 8 2020
Alexis,Portland,1 review,Very good restaurant ambiance was amazing food was delicious and service was professional quick and everyone was kind. Loved this place and will definitely be visiting upon returning to New York City.,5,5,5,5,Dined on October 26 2020
OpenTable Diner,Greater Boston,1 review,Hands-down the most beautiful dinner experience of my 23 years of living,5,5,5,5,Dined on October 24 2020
OpenTable Diner,New York City,2 reviews,Lovely real New York real Italian ambiance! Highly recommended.,5,5,5,5,Dined on October 17 2020
Sara,New York City,2 reviews,overall great service from staff. would come again.,5,4,5,5,Dined on October 5 2020
NIKKIB,New York City,1 review,Fantastic restaurant with great food and extremely friendly and helpful waitstaff. 10/10 5 stars would def go back.,5,5,5,5,Dined on October 4 2020
Mike,Phoenix,1 review,Love this restaurant and will always return.,4,5,3,5,Dined on September 20 2020
OpenTable Diner,New York City,1 review,Amazing experience,5,5,5,5,Dined on September 19 2020
AnthonyG,New York City,2 reviews,Best restaurant on Mulberry - Loved the outdoor dining - 100% recommended,5,5,5,5,Dined on September 19 2020
Customer,Chicago,7 reviews,One of the worst restaurant experiences in our 20 years in nyc. The maître d' was beyond rude not only saying that he didn’t “pay attention” to our reservations but kept pointing at tables for 40 minutes saying “this will be yours” and giving it to people who had reservations after us. We were very polite and patient and every time we checked in with him for an update he kept saying “i don’t know how you made a reservation” and even when we showed him our open table confirmation he said “I don’t know how this happened I didn’t allow more reservations”. After 40 minutes we asked for a specific time update and he said “I don’t know” so we told him we felt poorly treated and we’d be going to another restaurant and his reply was “Thats good”. We’ve been to this restaurant a few times before but after this we won’t be returning.,1,1,1,1,Dined on September 12 2020
OpenTable Diner,San Francisco,3 reviews,Great service in the heart of little Italy. My favorite in the area.,5,5,5,5,Dined on September 11 2020
OpenTable Diner,New York City,1 review,Fantastic the live entertainment mingling with diners was great.,5,5,5,5,Dined on September 7 2020
OpenTable Diner,New York City,5 reviews,Ambience was amazing and foods were very good,5,5,5,5,Dined on August 29 2020
OpenTable Diner,New York City,9 reviews,Very good authentic Italian food. Will definitely be going back!,5,5,5,5,Dined on August 22 2020
YaritzaG,New York City,2 reviews,Great service. Amazing food. I could do without the car exhaust on our food due to the street dining but COVID. I live the raviolis.,5,5,5,5,Dined on August 9 2020
DebraB,Greater Boston,3 reviews,Food and service was outstanding!  We listened to Italian music as we dined outside!  Great menu...lots to choose from.  Sal made us feel very welcome!,5,5,5,5,Dined on July 19 2020
OpenTable Diner,New York City,1 review,My first visit here and wow I loved the food and the service. Everything was clean and the waiters really took care of you.,5,5,5,5,Dined on June 29 2020
OpenTable Diner,New York City,2 reviews,Always enjoy ❤️,5,5,5,5,Dined on March 8 2020
MaryAnne,London,14 reviews,We were a party of 5 and we each loved our meal. The wait staff was especially attentive and made my 88 year old Dad feel like he was a guest of honor.,5,5,5,5,Dined on March 8 2020
LynneG,Atlanta Metro,8 reviews,The dish I ordered was totally misrepresented in the description on the menu.  It was supposed to be fish in a tomato broth and O got fish smothered in chopped tomatoes.  I do not eat tomato pieces especially hot.  I complained and they brought me a new one still not in broth. It was covered in sauce.Awful.,1,1,2,5,Dined on February 28 2020
VincentR,New York City,6 reviews,If you want great Italian Food and NOT in Italy.....Il Cortile is the place. Great atmosphere in Little Italy where I actually grow up and if your looking for your Italian Grandmother's or Mother's Food....Il Cortile is where to find it.  Benn going there for man many years and is the only place I go to for good Italian means.  Great people who take care of you and the service is always great.  Also great for Parties I have held several parties there and never had any issues at all and all compliments from people that I take to Il Cortile and go back for more.   Number 1 in my book for great Italian Food.,5,5,5,5,Dined on February 28 2020
JosephM,New York City,2 reviews,My girl and myself had a fantastic evening!!! The food was fantastic.,5,5,5,5,Dined on February 22 2020
OpenTable Diner,Caribbean,1 review,Food is always awesome been visiting this restaurant for almost 30 years,5,5,5,5,Dined on February 16 2020
OpenTable Diner,New York City,3 reviews,I had a reservation for Valentine’s Day with my girlfriend for 9:30 pm. People that had been waiting since 8 pm left after not being seated around the time of my reservation. They tried to herd all of us to the bar. Wanted us to stand & drink until our tables were ready. Very unprofessional 10 min in we went to La Mela like I knew we should have. La Mela took care of us.,1,1,1,2,Dined on February 15 2020
OpenTable Diner,New York City,1 review,Very busy for Valentine’s Day- that’s fair!,3,5,3,4,Dined on February 15 2020
Decent,New York City,7 reviews,We had an 8:30 reservation on Valentine's Day. When we arrived there was a line out the door of people who also had reservations. They had clearly overbooked for the night. I have never seen anything like it before. They had all of us waiting in the back of the restaurant around this tiny bar. When we were told to go back there I saw at least 50 people already waiting. We waited for about an hour and then left as we had still not been seated. There were people there who had reservations at 7:30 and still hadn't been seated at 9. There was still a line going out of the door when we left. I couldn't even believe they were still lying to people telling them they would be seated. No apologies no offer of a complimentary drink for the inconvenience nothing. Luckily my boyfriend and I found a great restaurant down the street where we were seated within 10 minutes. I was told Il Cortile had great food and ambiance. It was pretty but I can't say anything about the food as we didn't get to eat. I would never go back to this restaurant because they clearly don't honor reservations. They also displayed a complete lack of professionalism and customer service. Overbooking to this extent shows greed on a level that was completely unacceptable. As it was Valentine's Day I'm sure the night was ruined for a number of couples. There are tons of great restaurants in Little Italy so try one of those and steer clear of Il Cortile.,2,3,1,4,Dined on February 15 2020
